Claim_Probability,Predicted_Severity,Risk_Based_Premium
0.0,2316.8232,0.0
0.0,34895.88,0.0
0.0,3575.2344,0.0
0.0,2770.9058,0.0
0.0,3246.0132,0.0
0.0,19033.053,0.0
0.0,-3371.2478,-0.0
0.0,9983.721,0.0
0.0,4416.424,0.0
0.0,2608.3376,0.0
0.0,3648.9749,0.0
0.0,84114.09,0.0
0.0,6981.26,0.0
0.0,7877.7085,0.0
0.0,21723.873,0.0
0.0,4198.546,0.0
0.0,4698.659,0.0
0.0,4798.8,0.0
0.0,3218.6106,0.0
0.0,5184.1416,0.0
0.0,817.6189,0.0
0.0,16018.415,0.0
0.0,5134.476,0.0
0.0,2790.1768,0.0
0.0,4839.6655,0.0
0.0,5201.429,0.0
0.0,4622.2573,0.0
0.0,4321.0977,0.0
0.0,2918.5422,0.0
0.0,17645.371,0.0
0.0,10477.482,0.0
0.0,-2005.1334,-0.0
0.0,6860.697,0.0
0.0,4999.3916,0.0
0.0,2961.0942,0.0
0.0,14245.058,0.0
0.0,6558.8623,0.0
0.0,7076.0283,0.0
0.0,32456.24,0.0
0.0,15290.511,0.0
0.0,16319.875,0.0
0.0,-956.2288,-0.0
0.0,1555.1294,0.0
0.0,35535.773,0.0
0.0,30159.736,0.0
0.0,4216.5986,0.0
0.0,-138.58452,-0.0
0.0,3074.6147,0.0
0.0,4145.2915,0.0
0.0,-601.1702,-0.0
0.0,770.0774,0.0
0.0,2671.39,0.0
0.0,29763.238,0.0
0.0,4841.4043,0.0
0.0,29506.41,0.0
0.0,28602.299,0.0
0.0,3621.657,0.0
0.0,5684.455,0.0
0.0,2535.8296,0.0
0.0,951.0457,0.0
0.0,568.0511,0.0
0.0,5626.8545,0.0
0.0,-1624.1261,-0.0
0.0,3379.1235,0.0
0.0,4397.7705,0.0
0.0,20227.873,0.0
0.0,2818.46,0.0
0.0,5868.043,0.0
0.0,2466.4292,0.0
0.0,4142.731,0.0
0.0,37854.02,0.0
0.0,31923.562,0.0
0.0,60287.297,0.0
0.0,3178.6494,0.0
0.0,11500.214,0.0
0.0,6793.6406,0.0
0.0,2465.5825,0.0
0.0,42543.55,0.0
0.0,4637.58,0.0
0.0,4280.3813,0.0
0.0,46582.223,0.0
0.0,7977.347,0.0
0.0,4792.5234,0.0
0.0,52152.586,0.0
0.0,4484.791,0.0
0.0,14362.374,0.0
0.0,1583.3005,0.0
0.0,5074.4546,0.0
0.0,3844.0708,0.0
0.0,7001.5566,0.0
0.0,26418.088,0.0
0.0,-1871.8309,-0.0
0.0,7280.794,0.0
0.0,1994.7532,0.0
0.0,293692.2,0.0
0.0,835.25494,0.0
0.0,96739.27,0.0
0.0,512.02844,0.0
0.0,4744.2676,0.0
0.0,30421.94,0.0
0.0,10121.407,0.0
0.0,4880.6963,0.0
0.0,4401.726,0.0
0.015,25450.932,477.20496826171876
0.0,24680.45,0.0
0.0,4401.427,0.0
0.0,5156.2603,0.0
0.0,7822.879,0.0
0.0,2653.5312,0.0
0.0,2143.4014,0.0
0.0,6438.085,0.0
0.0,4337.951,0.0
0.0,9290.754,0.0
0.0,2268.0454,0.0
0.0,22880.639,0.0
0.0,77089.33,0.0
0.0,4766.979,0.0
0.0,644.86847,0.0
0.0,5461.5366,0.0
0.0,7007.214,0.0
0.0,4664.0464,0.0
0.0,30981.432,0.0
0.0,3244.883,0.0
0.12820321345321345,-125.67613,-20.14010500335789
0.0025,60712.61,189.726904296875
0.0,2083.809,0.0
0.0,-4242.916,-0.0
0.0,66530.945,0.0
0.0,2699.3816,0.0
0.09574749270337503,28284.32,3385.19094092627
0.0,45159.734,0.0
0.0,4080.834,0.0
0.0,846.8339,0.0
0.0,18643.676,0.0
0.0,25458.576,0.0
0.0,49770.74,0.0
0.0,3895.4263,0.0
0.11413070263070256,1816.1182,259.09355265604336
0.0,42114.66,0.0
0.0,4594.072,0.0
0.0,2652.0256,0.0
0.0,8704.61,0.0
0.0,-2365.1157,-0.0
0.0,967.20764,0.0
0.0,3455.9375,0.0
0.0,2269.7446,0.0
0.0,3832.1316,0.0
0.0,53448.945,0.0
0.0,1799.0385,0.0
0.0,6035.466,0.0
0.0,2758.7446,0.0
0.0,-5310.564,-0.0
0.0,4016.16,0.0
0.0,42796.17,0.0
0.0,25179.975,0.0
0.0,2356.6787,0.0
0.0,-1371.5682,-0.0
0.0,55245.594,0.0
0.0,2647.0203,0.0
0.08410513463145042,46164.355,4853.3241648416915
0.0,3963.715,0.0
0.0,6114.923,0.0
0.0,3319.2585,0.0
0.0,6084.7876,0.0
0.0,52397.938,0.0
0.0,61519.984,0.0
0.0,3714.9353,0.0
0.0,4668.1836,0.0
0.0,92142.68,0.0
0.0,5040.1885,0.0
0.0,3092.8857,0.0
0.0,48477.523,0.0
0.0,1735.0225,0.0
0.0,5809.57,0.0
0.0,41068.133,0.0
0.0,3521.2808,0.0
0.0,2856.204,0.0
0.0,768.39935,0.0
0.0,1573.8411,0.0
0.0,4981.3984,0.0
0.0,1327.0111,0.0
0.0,22133.998,0.0
0.0,77439.44,0.0
0.0,1611.4528,0.0
0.0,20666.354,0.0
0.0,3609.4517,0.0
0.0,6417.166,0.0
0.0,3347.5996,0.0
0.0,1344.9379,0.0
0.0,61149.72,0.0
0.0,4598.3857,0.0
0.0,639.96313,0.0
0.0,29489.762,0.0
0.0,4904.227,0.0
0.0,4536.456,0.0
0.10951743517919985,29855.37,4087.1043182618523
0.0,177838.2,0.0
0.0,4643.082,0.0
0.0,4424.925,0.0
0.0,2968.1277,0.0
0.0,63469.332,0.0
0.0,6302.948,0.0
0.21048520923520922,52548.84,13825.941936974023
0.0,5335.688,0.0
0.0,5431.7803,0.0
0.0,4551.259,0.0
0.0,15757.218,0.0
0.0,1558.7252,0.0
0.0,68775.26,0.0
0.0,4882.1895,0.0
0.0,17671.373,0.0
0.0,24132.58,0.0
0.0,18895.512,0.0
0.0,3400.8918,0.0
0.0,36047.54,0.0
0.0,2484.2122,0.0
0.0,7987.577,0.0
0.0,2074.7544,0.0
0.0,49665.508,0.0
0.08166021109093861,43911.24,4482.251234139225
0.0,2864.6592,0.0
0.0,3216.276,0.0
0.0,25305.816,0.0
0.0,833.7297,0.0
0.0,35743.918,0.0
0.0,6114.923,0.0
0.0,36895.074,0.0
0.0,2560.3728,0.0
0.0,1461.1577,0.0
0.0,57220.94,0.0
0.0,55408.68,0.0
0.0,2796.5032,0.0
0.0,67040.05,0.0
0.0,4947.8296,0.0
0.0,10317.324,0.0
0.0,2687.3953,0.0
0.0,6293.518,0.0
0.0,16631.771,0.0
0.0,6035.0503,0.0
0.0,3976.8264,0.0
0.0,5693.517,0.0
0.0,29109.52,0.0
0.0,25665.555,0.0
0.0,4863.893,0.0
0.0,4997.569,0.0
0.0,3285.7883,0.0
0.0,18416.125,0.0
0.0,32097.426,0.0
0.0,2091.7065,0.0
0.0,4077.388,0.0
0.0,36273.004,0.0
0.0,4516.1816,0.0
0.0,31327.404,0.0
0.0,5738.341,0.0
0.0,36029.273,0.0
0.0,9692.961,0.0
0.0,250078.38,0.0
0.0,3262.224,0.0
0.0,3963.5215,0.0
0.0,4275.45,0.0
0.0,5081.868,0.0
0.0,37062.4,0.0
0.0,4971.1523,0.0
0.0,2794.604,0.0
0.0,2317.2957,0.0
0.0,7738.014,0.0
0.0,5528.728,0.0
0.0,39313.594,0.0
0.0,3838.0989,0.0
0.0,3485.432,0.0
0.0,2605.562,0.0
0.0,6187.907,0.0
0.0,22629.729,0.0
0.0,-476.15067,-0.0
0.0,57019.855,0.0
0.0016666666666666666,84792.34,176.65071614583331
0.0,3448.9543,0.0
0.0,2943.0393,0.0
0.0,25515.955,0.0
0.0,2551.9258,0.0
0.0,4793.5107,0.0
0.0,5183.214,0.0
0.0,3708.2783,0.0
0.0,90996.914,0.0
0.0,3912.7395,0.0
0.0,82987.875,0.0
0.0,4758.8027,0.0
0.0,1342.4376,0.0
0.0,406.0323,0.0
0.0,3910.0815,0.0
0.0,5379.164,0.0
0.0,30947.816,0.0
0.0,3716.17,0.0
0.0,2375.6255,0.0
0.0,-453.91006,-0.0
0.14609956709956712,42636.08,7786.390696107279
0.0,8958.787,0.0
0.28021428571428564,193262.44,67693.61984933034
0.0,4467.0273,0.0
0.14820830558330553,4904.513,908.6119858142665
0.0,21698.902,0.0
0.0,4200.0024,0.0
0.0,67734.29,0.0
0.0,4633.8633,0.0
0.0,20366.188,0.0
0.0,4800.8066,0.0
0.0,23241.332,0.0
0.0,14882.727,0.0
0.0,59091.54,0.0
0.17263492063492056,39240.934,8467.944320746523
0.0,22907.955,0.0
0.0,1919.8201,0.0
0.0,1944.6729,0.0
0.0,35907.8,0.0
0.0,30455.39,0.0
0.0,2541.9993,0.0
0.0,15492.123,0.0
0.00842857142857143,65343.18,688.4370717075893
0.0,2565.0613,0.0
0.0,43684.246,0.0
0.0,5484.561,0.0
0.0,3569.2202,0.0
0.0,3827.2827,0.0
0.0,2960.9844,0.0
0.0,4754.6094,0.0
0.0,39394.566,0.0
0.0,24114.592,0.0
0.0,1635.6891,0.0
0.0,7931.2207,0.0
0.35572638472638457,33676.438,14974.496702923805
0.0,25795.973,0.0
0.0,6281.2524,0.0
0.0,44617.58,0.0
0.0,76829.266,0.0
0.0,8944.38,0.0
0.0,21818.98,0.0
0.0,30258.9,0.0
0.0,75860.61,0.0
0.0,7541.991,0.0
0.0,52209.223,0.0
0.0,8763.545,0.0
0.0,68742.27,0.0
0.0,8837.342,0.0
0.0,3489.1733,0.0
0.09515655014919717,2228.365,265.0544061799407
0.0,4544.034,0.0
0.0,16271.436,0.0
0.0,932.6433,0.0
0.0,2024.2334,0.0
0.0,3217.8943,0.0
0.0,-2548.3354,-0.0
0.0,26447.295,0.0
0.0,102014.945,0.0
0.0,9642.298,0.0
0.0,3397.8635,0.0
0.0,34775.67,0.0
0.0,1527.3185,0.0
0.0,15837.152,0.0
0.0,41643.742,0.0
0.0,4200.7817,0.0
0.0,52824.152,0.0
0.0,4543.663,0.0
0.0016666666666666666,781.4918,1.62810796101888
0.0,3376.9226,0.0
0.0,98242.81,0.0
0.0,8371.66,0.0
0.0,4184.84,0.0
0.0,14007.774,0.0
0.0,40786.758,0.0
0.0,4389.3022,0.0
0.0,6174.302,0.0
0.0,4783.916,0.0
0.0,21362.555,0.0
0.0,3173.4695,0.0
0.0,13751.893,0.0
0.0,4255.5083,0.0
0.0,5045.364,0.0
0.0,3575.416,0.0
0.0,12472.444,0.0
0.0,3704.4153,0.0
0.0,29971.143,0.0
0.0,60832.344,0.0
0.0,73971.69,0.0
0.0,4784.868,0.0
0.0,3147.4338,0.0
0.0,4395.7725,0.0
0.0,18193.797,0.0
0.0,42973.27,0.0
0.0,1070.8181,0.0
0.0,4684.519,0.0
0.0,953.169,0.0
0.0,30592.992,0.0
0.0,52940.754,0.0
0.0,2685.5276,0.0
0.0,18859.674,0.0
0.0,5409.729,0.0
0.0,4883.8267,0.0
0.0,3272.0017,0.0
0.0,34158.56,0.0
0.0,20267.805,0.0
0.0,46922.953,0.0
0.18660317460317458,1884.5889,439.58783179873507
0.0,3254.5974,0.0
0.0,5060.637,0.0
0.0,20561.102,0.0
0.0,19595.857,0.0
0.0,4923.6895,0.0
0.0,33359.234,0.0
0.0,7924.3076,0.0
0.0,23648.836,0.0
0.0,5264.225,0.0
0.0,28035.436,0.0
0.0,4764.626,0.0
0.0,3919.7852,0.0
0.0,1463.6467,0.0
0.0,3562.3562,0.0
0.0,37921.344,0.0
0.0,1373.9419,0.0
0.0,5217.307,0.0
0.0,4239.354,0.0
0.0,26210.545,0.0
0.0,55793.473,0.0
0.0,16415.58,0.0
0.0,2227.2996,0.0
0.0,4092.228,0.0
0.0,44597.84,0.0
0.0,38470.074,0.0
0.0,3447.2795,0.0
0.0,3961.037,0.0
0.0,6021.4062,0.0
0.0,2856.204,0.0
0.0,2798.163,0.0
0.0,4719.54,0.0
0.0,653.9523,0.0
0.0,4362.695,0.0
0.0,28392.441,0.0
0.0,1056.1815,0.0
0.0,52209.316,0.0
0.0,1543.2966,0.0
0.0,436.86606,0.0
0.0,20114.34,0.0
0.0,1474.3427,0.0
0.0,1860.5566,0.0
0.1300861124169948,2747.6528,446.7893439881141
0.0,4105.2944,0.0
0.0,26704.008,0.0
0.0,1342.2079,0.0
0.0,770.0774,0.0
0.0,5195.0957,0.0
0.0,3617.9714,0.0
0.0,5088.575,0.0
0.0,8223.992,0.0
0.0,35514.652,0.0
0.0,918.596,0.0
0.0,32277.562,0.0
0.0,12877.1045,0.0
0.0,14353.28,0.0
0.0,3004.6975,0.0
0.0,3843.9685,0.0
0.0,5981.721,0.0
0.0,5871.2397,0.0
0.0,3461.6182,0.0
0.0,3475.3599,0.0
0.0,4151.3794,0.0
0.0,4919.3296,0.0
0.0,5415.1875,0.0
0.0,18717.377,0.0
0.0,13018.362,0.0
0.0,-369.32285,-0.0
0.0,20034.18,0.0
0.0,64769.367,0.0
0.0,2173.1711,0.0
0.0,4077.4568,0.0
0.0,7717.843,0.0
0.0,1062.5902,0.0
0.0,4194.4707,0.0
0.0,58452.785,0.0
0.0,589.7329,0.0
0.0,3875.043,0.0
0.0,33870.883,0.0
0.0,5099.3076,0.0
0.0,6470.896,0.0
0.0,14238.893,0.0
0.0,54332.332,0.0
0.0,2285.578,0.0
0.0,22448.637,0.0
0.0,5494.337,0.0
0.0,1001.31305,0.0
0.0,4990.944,0.0
0.0,1432.7314,0.0
0.0,3362.2393,0.0
0.0,1676.254,0.0
0.0,4002.413,0.0
0.0,11499.24,0.0
0.0,4794.701,0.0
0.16882586857586854,52424.223,11063.206155445167
0.0,17541.793,0.0
0.0,61104.316,0.0
0.0,4418.526,0.0
0.0,5534.4243,0.0
0.0,4160.368,0.0
0.0,22260.533,0.0
0.0,31033.143,0.0
0.0,2145.055,0.0
0.0,16915.117,0.0
0.0,937.9843,0.0
0.0,53489.87,0.0
0.0,4762.1196,0.0
0.0,5633.3965,0.0
0.0,47929.336,0.0
0.0,36648.145,0.0
0.0,8202.122,0.0
0.0,724.4503,0.0
0.0,1374.3258,0.0
0.0,56420.004,0.0
0.0,139.8658,0.0
0.0,1447.6085,0.0
0.0,31072.03,0.0
0.0,21526.91,0.0
0.0,34760.137,0.0
0.0,12847.554,0.0
0.0,4867.341,0.0
0.0,3648.671,0.0
0.0,14151.644,0.0
0.0,4406.698,0.0
0.0,2031.0813,0.0
0.0,62438.867,0.0
0.0,34314.223,0.0
0.0,5423.563,0.0
0.0,13175.836,0.0
0.0,984.95337,0.0
0.0,3155.311,0.0
0.0,4503.046,0.0
0.0,4387.187,0.0
0.0,23461.654,0.0
0.0,12875.873,0.0
0.0,3003.2117,0.0
0.0,6512.801,0.0
0.0,50812.152,0.0
0.0,3845.6953,0.0
0.0,6404.6064,0.0
0.0,35034.63,0.0
0.0,2556.118,0.0
0.0,4308.7017,0.0
0.0,28676.486,0.0
0.0,9068.601,0.0
0.0,2893.501,0.0
0.0,692.84454,0.0
0.0,30159.736,0.0
0.0,10078.85,0.0
0.0,42612.586,0.0
0.0,-2113.7495,-0.0
0.0,4496.0186,0.0
0.0,2571.77,0.0
0.0,2250.1968,0.0
0.0,23606.916,0.0
0.0,63474.12,0.0
0.0,47781.77,0.0
0.0,32120.348,0.0
0.0,1740.1036,0.0
0.0,50478.17,0.0
0.0,-1479.6326,-0.0
0.0,65384.254,0.0
0.0,2624.325,0.0
0.0,6240.0474,0.0
0.0,5356.5957,0.0
0.0,46376.36,0.0
0.0,5990.1577,0.0
0.0,25502.955,0.0
0.0,26564.615,0.0
0.0,2976.241,0.0
0.0,38519.67,0.0
0.0,811.52545,0.0
0.0,20111.697,0.0
0.0,7231.883,0.0
0.0,4593.3135,0.0
0.0,29817.812,0.0
0.0,257924.5,0.0
0.0,2506.5378,0.0
0.0,4350.0703,0.0
0.0,4007.3794,0.0
0.0,20933.678,0.0
0.0,2020.7958,0.0
0.0,2782.8223,0.0
0.0,5861.0464,0.0
0.0,6088.7744,0.0
0.0,22395.473,0.0
0.0,3870.518,0.0
0.0,28757.346,0.0
0.0,95149.29,0.0
0.0,31801.627,0.0
0.0,56346.844,0.0
0.0,16530.719,0.0
0.01633333333333333,99413.58,2029.6938867187498
0.0,3949.2168,0.0
0.0,53415.535,0.0
0.0,5067.767,0.0
0.0,4883.706,0.0
0.0,4864.145,0.0
0.0,4869.3296,0.0
0.0,18018.545,0.0
0.0,2303.2095,0.0
0.0,4543.663,0.0
0.0,19493.14,0.0
0.0,5183.6875,0.0
0.0,7362.668,0.0
0.0,3095.7207,0.0
0.0,4119.6973,0.0
0.0,3794.1187,0.0
0.0,4548.7373,0.0
0.0,4280.0483,0.0
0.0,21161.021,0.0
0.0,2992.448,0.0
0.0,2415.8894,0.0
0.0,23739.62,0.0
0.0,158.51039,0.0
0.0,6297.5146,0.0
0.0,6512.801,0.0
0.0,48322.035,0.0
0.0,21768.266,0.0
0.0,3958.8613,0.0
0.0,4498.7295,0.0
0.0,1221.1129,0.0
0.0,3229.0586,0.0
0.0,17079.916,0.0
0.0,8252.271,0.0
0.0,7472.923,0.0
0.0,22372.945,0.0
0.0,2957.4812,0.0
0.0,323.3931,0.0
0.0,46269.594,0.0
0.0,2655.7847,0.0
0.0,760.2703,0.0
0.0,87573.5,0.0
0.0,3134.6072,0.0
0.0,5040.563,0.0
0.0,-114.08803,-0.0
0.0,4873.2783,0.0
0.0,4815.0967,0.0
0.0,41824.285,0.0
0.0,5487.476,0.0
0.0,33993.52,0.0
0.005,60230.22,376.4388671875
0.0,2920.288,0.0
0.0,12857.371,0.0
0.0,4141.1963,0.0
0.0,6336.009,0.0
0.0,38865.55,0.0
0.0,6495.7925,0.0
0.0,25962.498,0.0
0.0,15951.208,0.0
0.0,43743.93,0.0
0.0,32518.553,0.0
0.0,3811.438,0.0
0.0,78369.875,0.0
0.0,14472.389,0.0
0.0,5006.828,0.0
0.0,9399.538,0.0
0.0,1758.935,0.0
0.0,6913.466,0.0
0.0,88827.51,0.0
0.0,3376.219,0.0
0.0,16765.03,0.0
0.0,2725.2756,0.0
0.0,4963.2734,0.0
0.0,4083.1284,0.0
0.0,2753.1814,0.0
0.0,44069.105,0.0
0.0,5818.3833,0.0
0.0,9456.807,0.0
0.0,18691.19,0.0
0.0,5009.849,0.0
0.0,14247.706,0.0
0.0,4784.7847,0.0
0.0,8642.8955,0.0
0.0,54375.375,0.0
0.0022222222222222222,2033.1501,5.64763929578993
0.0,15171.468,0.0
0.0,2236.263,0.0
0.0,2593.026,0.0
0.0,3265.1895,0.0
0.0,4280.362,0.0
0.0,1386.0698,0.0
0.0,4815.086,0.0
0.0,23403.742,0.0
0.0,2789.4258,0.0
0.0,2224.3684,0.0
0.0,2745.0999,0.0
0.0,3075.5186,0.0
0.0,4458.18,0.0
0.0,4764.626,0.0
0.0,3321.267,0.0
0.0,28862.158,0.0
0.0,860.5903,0.0
0.0,6181.1562,0.0
0.0,1633.7092,0.0
0.0,-8372.66,-0.0
0.0,5083.0776,0.0
0.0,6842.113,0.0
0.0,7466.7153,0.0
0.0,2701.0876,0.0
0.0,2709.3994,0.0
0.0,30839.416,0.0
0.0,1328.256,0.0
0.0,6131.5503,0.0
0.0,2400.4756,0.0
0.0,3155.462,0.0
0.0,3404.3237,0.0
0.0,74885.32,0.0
0.0,15207.121,0.0
0.0,40595.133,0.0
0.0,59181.484,0.0
0.0,48867.156,0.0
0.0,872.853,0.0
0.0,15032.231,0.0
0.0,14204.852,0.0
0.0,55910.426,0.0
0.0,57852.227,0.0
0.0,1427.3931,0.0
0.0,61158.664,0.0
0.0,2447.5574,0.0
0.0,35798.21,0.0
0.0,4839.0117,0.0
0.0,1371.7107,0.0
0.0,2385.685,0.0
0.0,20887.836,0.0
0.0,15653.99,0.0
0.0,44709.73,0.0
0.0,44520.566,0.0
0.0,4793.5107,0.0
0.0,56247.336,0.0
0.0,986.9279,0.0
0.0,1277.8751,0.0
0.0,706.5407,0.0
0.0,3276.3442,0.0
0.0,3025.2043,0.0
0.0,1825.8898,0.0
0.0,4513.1597,0.0
0.0,25600.725,0.0
0.0,6021.4062,0.0
0.0,3201.1277,0.0
0.0,1558.3898,0.0
0.0,4432.5415,0.0
0.0,30896.703,0.0
0.0,5338.186,0.0
0.0,67129.27,0.0
0.0,35289.45,0.0
0.0,45206.496,0.0
0.0,34877.926,0.0
0.0,35265.875,0.0
0.0,3342.046,0.0
0.0,711.4967,0.0
0.0,7560.582,0.0
0.0,4452.4375,0.0
0.0,44885.336,0.0
0.0,20499.455,0.0
0.0,4461.182,0.0
0.0,17736.627,0.0
0.0,2727.84,0.0
0.0,-1871.8309,-0.0
0.0,3675.5627,0.0
0.0,12924.944,0.0
0.0,22879.01,0.0
0.0,27623.777,0.0
0.0,19529.46,0.0
0.0,11154.046,0.0
0.0,2773.1504,0.0
0.0,5335.9873,0.0
0.0,-1408.4465,-0.0
0.0,64895.848,0.0
0.0,13919.005,0.0
0.0,5274.81,0.0
0.0,1992.9058,0.0
0.0,40598.492,0.0
0.13425099900099893,3615.4949,606.729748236916
0.0,45671.21,0.0
0.0,8276.016,0.0
0.0,55075.395,0.0
0.0,5636.2515,0.0
0.0,8129.499,0.0
0.0,3546.8936,0.0
0.0,3736.2769,0.0
0.0,2729.586,0.0
0.0,56496.258,0.0
0.0,14807.027,0.0
0.002,3064.7622,7.661905517578125
0.0,4579.6255,0.0
0.0,36888.746,0.0
0.0,4621.332,0.0
0.0,26706.748,0.0
0.0,55246.445,0.0
0.0,3459.486,0.0
0.0,2282.7515,0.0
0.0,3329.998,0.0
0.0,2218.9092,0.0
0.0,44927.24,0.0
0.0,5891.6436,0.0
0.0,2379.3303,0.0
0.0,14581.56,0.0
0.0,5218.702,0.0
0.0,2309.7231,0.0
0.0,3930.7578,0.0
0.0,14623.95,0.0
0.0,4501.979,0.0
0.0,3625.0676,0.0
0.0,2169.6912,0.0
0.0,90377.21,0.0
0.0,18645.47,0.0
0.0,5041.6885,0.0
0.0,12623.325,0.0
0.0,3417.8193,0.0
0.0,6571.4214,0.0
0.0,30425.967,0.0
0.0,4364.8833,0.0
0.0,8640.753,0.0
0.0,6264.4272,0.0
0.0,5914.5454,0.0
0.0,5547.3643,0.0
0.0,22516.584,0.0
0.0,-3098.5154,-0.0
0.0,6327.8003,0.0
0.0,58377.266,0.0
0.0,3457.3882,0.0
0.0,63123.582,0.0
0.0,4794.1567,0.0
0.0,-345.44925,-0.0
0.0,3037.4854,0.0
0.0,4362.1265,0.0
0.0,7697.971,0.0
0.0,50108.062,0.0
0.0,4718.994,0.0
0.0,48883.473,0.0
0.0,3215.1208,0.0
0.0,5456.861,0.0
0.0,970.49554,0.0
0.0,39126.508,0.0
0.0,31840.084,0.0
0.0,4361.8228,0.0
0.0,69679.42,0.0
0.0,3076.0195,0.0
0.0,27090.588,0.0
0.0,4416.451,0.0
0.26985425685425674,5166.7744,1742.8450873005297
0.0,2853.4214,0.0
0.0,6862.911,0.0
0.0,7818.044,0.0
0.0,3496.09,0.0
0.0,3866.5098,0.0
0.0,41225.664,0.0
0.0,366.45468,0.0
0.0,11.392612,0.0
0.0,4335.603,0.0
0.0030952380952380953,2270.8474,8.786016773042224
0.0,2285.0315,0.0
0.0,35600.84,0.0
0.0,321.31424,0.0
0.0,22035.014,0.0
0.0,14073.638,0.0
0.0,4990.441,0.0
0.0,4643.082,0.0
0.0,54096.31,0.0
0.0,2541.9993,0.0
0.0,3360.4458,0.0
0.0,3947.5386,0.0
0.0,3057.8228,0.0
0.0,3339.935,0.0
0.0,39475.176,0.0
0.0,5373.057,0.0
0.0,14766.289,0.0
0.0,47606.25,0.0
0.0,19113.91,0.0
0.0,13397.776,0.0
0.0,61540.21,0.0
0.0,3151.815,0.0
0.0,407.32977,0.0
0.0,27730.305,0.0
0.0,22387.34,0.0
0.0,-925.6688,-0.0
0.0,5995.163,0.0
0.0,5000.996,0.0
0.0,1602.91,0.0
0.0,41820.73,0.0
0.0,4027.0337,0.0
0.0,6304.531,0.0
0.0,5948.1167,0.0
0.0,17884.777,0.0
0.0,2402.306,0.0
0.0,2108.3987,0.0
0.0,4081.7822,0.0
0.0,-1182.5676,-0.0
0.0,5881.602,0.0
0.0,3553.0603,0.0
0.0,47012.21,0.0
0.0,2757.5217,0.0
0.0,20879.71,0.0
0.0,7481.6963,0.0
0.0,1765.5764,0.0
0.0,1842.1857,0.0
0.0,20463.322,0.0
0.0,4568.4917,0.0
0.0,4440.134,0.0
0.0,36491.12,0.0
0.0,3707.1497,0.0
0.0,1959.4103,0.0
0.0,-285.4292,-0.0
0.0,3685.6204,0.0
0.0,4173.4336,0.0
0.0,34308.086,0.0
0.0,7513.2695,0.0
0.0,27884.293,0.0
0.13311227661227656,29477.217,4904.724295032087
0.0,7329.666,0.0
0.0,503.94446,0.0
0.0,9952.246,0.0
0.0,32280.285,0.0
0.0,-1183.1703,-0.0
0.0,64556.863,0.0
0.0,3709.3926,0.0
0.0,52170.016,0.0
0.0,27331.178,0.0
0.0,2415.8894,0.0
0.0,3723.547,0.0
0.0,3384.0708,0.0
0.0,49869.688,0.0
0.0,766.9167,0.0
0.0,5816.3257,0.0
0.0,65125.758,0.0
0.0,7155.0093,0.0
0.0,5285.495,0.0
0.0,27671.42,0.0
0.0,4307.6943,0.0
0.0,150.19785,0.0
0.0,3377.1533,0.0
0.0,4199.486,0.0
0.0,5330.679,0.0
0.0,363.47775,0.0
0.0,6010.456,0.0
0.0,25371.174,0.0
0.0,23764.844,0.0
0.0,2472.376,0.0
0.0,18069.873,0.0
0.0,32129.238,0.0
0.0,28519.72,0.0
0.0,5961.7593,0.0
0.0,2255.3372,0.0
0.0,5738.341,0.0
0.0,2090.53,0.0
0.0,30515.63,0.0
0.0,34367.383,0.0
0.0,-1423.7319,-0.0
0.0,18290.021,0.0
0.0,3468.5234,0.0
0.0,14882.727,0.0
0.0,1672.458,0.0
0.0,3449.2437,0.0
0.0,2574.9668,0.0
0.0,5454.0156,0.0
0.0,3938.674,0.0
0.0,4927.7114,0.0
0.0,2495.5237,0.0
0.0,38037.293,0.0
0.0,2463.3757,0.0
0.0,4221.9805,0.0
0.0,4762.852,0.0
0.0,2758.4963,0.0
0.0,5461.11,0.0
0.0009090909090909091,36521.562,41.50177556818182
0.0,246.93983,0.0
0.0,7912.7007,0.0
0.0,6015.168,0.0
0.0,5423.563,0.0
0.0,5484.201,0.0
0.0,6408.6885,0.0
0.0,73557.75,0.0
0.0,10113.85,0.0
0.0,3809.131,0.0
0.0,1929.207,0.0
0.0,5125.167,0.0
0.0,35079.73,0.0
0.0,5940.073,0.0
0.0,6123.226,0.0
0.0,2649.3003,0.0
0.0,37186.773,0.0
0.0,2497.2373,0.0
0.0,5198.212,0.0
0.0,4357.481,0.0
0.0,14467.342,0.0
0.0,24095.709,0.0
0.0,53692.645,0.0
0.0,6903.699,0.0
0.0,1418.045,0.0
0.0,31929.332,0.0
0.0,31709.172,0.0
0.0,49610.875,0.0
0.0,20638.756,0.0
0.0,5737.268,0.0
0.0,-86.71012,-0.0
0.0,2482.0425,0.0
0.0,90078.18,0.0
0.0,58199.63,0.0
0.0,27559.762,0.0
0.0,2617.9219,0.0
0.0,4787.77,0.0
0.0,65704.12,0.0
0.0,3579.507,0.0
0.0,1588.2258,0.0
0.0,8035.3696,0.0
0.0,29151.906,0.0
0.0,7073.8384,0.0
0.0,2261.5752,0.0
0.0,4210.1006,0.0
0.0,11668.796,0.0
0.0,12834.453,0.0
0.0,4048.2705,0.0
0.0,3791.4683,0.0
0.0,7715.489,0.0
0.0,5335.6743,0.0
0.0,4736.499,0.0
0.0,3330.7307,0.0
0.0,-3961.9458,-0.0
0.0,48477.234,0.0
0.0,11104.451,0.0
